,filename,axial_samples,lateral_samples,initial_radius,final_radius,initial_angle,final_angle,f0,timestamp_id,datapath,probe,scanner,target,f0_mhz,span_deg,focus_cm,v,harm
11059,verasonics.20180206193843_channelData_part4_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206193843,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq5/20180206193843_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,50.0,1
11064,verasonics.20170501121129_channelData_part29_0.mat,960,70,305.8491106248926,1265.8491106248923,-0.15053464798451094,0.15053464798451094,2016129.0322580645,20170501121129,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq3/20170501121129_channelData_part41.bin,c52v,verasonics,phantom,2.0,17.25,6.0,11.0,0
11071,verasonics.20170830090101_channelData_part12_0.mat,896,40,378.9367082901263,1274.9367082901265,-0.10210176124166832,0.10210176124166832,2358490.566037736,20170830090101,/getlab/fetal/clinicaldata/adaptive/data/verasonics/clinical_fetal_083017/acq083017_phtm/fetal_shallow/session_20170830085920/preset2_acq2/20170830090101_channelData_part1.bin,c52v,verasonics,phantom,2.4,11.7,6.0,24.0,0
11073,verasonics.20180206194218_channelData_part9_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206194218,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq8/20180206194218_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,9.0,1
11074,verasonics.20171105103234_channelData_part1_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105103234,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq7/20171105103234_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,40.0,0
11077,verasonics.20170830090022_channelData_part5_1.mat,1792,100,751.5035680569107,2543.503568056911,-0.259181393921158,0.259181393921158,4716981.132075472,20170830090022,/getlab/fetal/clinicaldata/adaptive/data/verasonics/clinical_fetal_083017/acq083017_phtm/fetal_shallow/session_20170830085920/preset1_acq1/20170830090022_channelData_part1.bin,c52v,verasonics,phantom,4.7,29.7,6.0,34.0,1
11085,verasonics.20180203112845_channelData_part12_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203112845,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq12/20180203112845_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,3.0,1
11087,verasonics.20170817132637_channelData_part18_0.mat,960,100,398.75999075323836,1358.7599907532385,-0.259181393921158,0.259181393921158,2358490.566037736,20170817132637,/getlab/wjl11/study_quantitative_coherence/data/verasonics/pre_fetal_study_081817/fetal_shallow/session_20170817132534/preset1_acq1/20170817132637_channelData_part1.bin,c52v,verasonics,phantom,2.4,29.7,6.0,6.0,0
11096,verasonics.20170504104243_channelData_part6_0.mat,944,70,304.8135576544667,1248.8135576544666,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170504104243,/getlab/wjl11/study_quantitative_coherence/data/verasonics/session_20170504104146/preset9_acq1/20170504104243_channelData_part1.bin,c52v,verasonics,phantom,2.4,17.25,8.5,15.0,0
11104,verasonics.20171105103343_channelData_part3_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105103343,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq8/20171105103343_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,20.0,0
11107,verasonics.20170501121416_channelData_part22_0.mat,768,70,243.85084612357338,1011.8508461235733,-0.15053464798451094,0.15053464798451094,1893939.393939394,20170501121416,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq1/20170501121416_channelData_part41.bin,c52v,verasonics,phantom,1.9,17.25,8.5,15.0,0
11113,verasonics.20180206193843_channelData_part3_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206193843,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq5/20180206193843_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,60.0,0
11117,verasonics.20170822133503_channelData_part6_0.mat,896,100,375.7517840284516,1271.7517840284515,-0.259181393921158,0.259181393921158,2358490.566037736,20170822133503,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_fetal_082217/acq082217_phtm/fetal_shallow/session_20170822133319/preset1_acq1/20170822133503_channelData_part1.bin,c52v,verasonics,phantom,2.4,29.7,6.0,29.0,0
11126,verasonics.20171105102845_channelData_part9_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105102845,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq3/20171105102845_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,6.0,0
11132,verasonics.20180203112845_channelData_part3_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180203112845,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq12/20180203112845_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,20.0,0
11133,verasonics.20170830090116_channelData_part8_0.mat,896,40,378.9367082901263,1274.9367082901265,-0.10210176124166832,0.10210176124166832,2358490.566037736,20170830090116,/getlab/fetal/clinicaldata/adaptive/data/verasonics/clinical_fetal_083017/acq083017_phtm/fetal_shallow/session_20170830085920/preset2_acq3/20170830090116_channelData_part1.bin,c52v,verasonics,phantom,2.4,11.7,6.0,24.0,0
11135,verasonics.20170504155740_channelData_part11_1.mat,2048,200,1219.2542306178668,3267.254230617866,-0.4341506514335895,0.4341506514335895,8333333.333333334,20170504155740,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050417/session_20170504155339/preset9_acq2/20170504155740_channelData_part1.bin,c52v,verasonics,phantom,8.3,49.75,6.0,15.0,1
11138,verasonics.20180206192525_channelData_part6_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206192525,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq11/20180206192525_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,30.0,1
11147,verasonics.20170501121512_channelData_part22_0.mat,768,70,243.85084612357338,1011.8508461235733,-0.15053464798451094,0.15053464798451094,1893939.393939394,20170501121512,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq2/20170501121512_channelData_part41.bin,c52v,verasonics,phantom,1.9,17.25,8.5,15.0,0
11148,verasonics.20170830090022_channelData_part13_1.mat,1792,100,751.5035680569107,2543.503568056911,-0.259181393921158,0.259181393921158,4716981.132075472,20170830090022,/getlab/fetal/clinicaldata/adaptive/data/verasonics/clinical_fetal_083017/acq083017_phtm/fetal_shallow/session_20170830085920/preset1_acq1/20170830090022_channelData_part1.bin,c52v,verasonics,phantom,4.7,29.7,6.0,12.0,1
11153,verasonics.20170830090101_channelData_part8_1.mat,1792,40,757.8734165802376,2549.873416580237,-0.10210176124166832,0.10210176124166832,4716981.132075472,20170830090101,/getlab/fetal/clinicaldata/adaptive/data/verasonics/clinical_fetal_083017/acq083017_phtm/fetal_shallow/session_20170830085920/preset2_acq2/20170830090101_channelData_part1.bin,c52v,verasonics,phantom,4.7,11.7,6.0,24.0,1
11154,verasonics.20171105103234_channelData_part14_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105103234,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq7/20171105103234_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,1.6,0
11155,verasonics.20180206193843_channelData_part12_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206193843,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq5/20180206193843_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,3.0,0
11174,verasonics.20170501121129_channelData_part17_0.mat,960,70,305.8491106248926,1265.8491106248923,-0.15053464798451094,0.15053464798451094,2016129.0322580645,20170501121129,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq3/20170501121129_channelData_part41.bin,c52v,verasonics,phantom,2.0,17.25,6.0,19.0,0
11185,verasonics.20171105102036_channelData_part6_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105102036,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105101851/preset1_acq1/20171105102036_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,9.0,0
11205,verasonics.20180203112503_channelData_part8_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203112503,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq9/20180203112503_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,7.0,1
11211,verasonics.20180206192525_channelData_part12_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206192525,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq11/20180206192525_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,3.0,0
11216,verasonics.20170501121512_channelData_part27_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170501121512,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq2/20170501121512_channelData_part41.bin,c52v,verasonics,phantom,4.7,17.25,8.5,13.0,1
11218,verasonics.20170501121512_channelData_part30_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170501121512,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq2/20170501121512_channelData_part41.bin,c52v,verasonics,phantom,4.7,17.25,8.5,11.0,1
11226,verasonics.20180206191339_channelData_part4_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206191339,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq2/20180206191339_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,50.0,0
11249,verasonics.20170501121129_channelData_part42_0.mat,960,70,305.71714271948736,1265.7171427194874,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170501121129,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq3/20170501121129_channelData_part41.bin,c52v,verasonics,phantom,2.4,17.25,6.0,3.0,0
11252,verasonics.20180206193843_channelData_part7_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206193843,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq5/20180206193843_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,20.0,1
11254,verasonics.20170501121000_channelData_part22_0.mat,768,70,244.618960314586,1012.618960314586,-0.15053464798451094,0.15053464798451094,1893939.393939394,20170501121000,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq1/20170501121000_channelData_part41.bin,c52v,verasonics,phantom,1.9,17.25,6.0,15.0,0
11264,verasonics.20180206194218_channelData_part2_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206194218,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq8/20180206194218_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,70.0,1
11265,verasonics.20170501121512_channelData_part4_0.mat,768,70,243.85084612357338,1011.8508461235733,-0.15053464798451094,0.15053464798451094,1893939.393939394,20170501121512,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq2/20170501121512_channelData_part41.bin,c52v,verasonics,phantom,1.9,17.25,8.5,27.0,0
11273,verasonics.20170504104243_channelData_part7_0.mat,1280,70,406.4180768726223,1686.4180768726224,-0.15053464798451094,0.15053464798451094,2717391.304347826,20170504104243,/getlab/wjl11/study_quantitative_coherence/data/verasonics/session_20170504104146/preset9_acq1/20170504104243_channelData_part1.bin,c52v,verasonics,phantom,2.7,17.25,8.5,15.0,0
11281,verasonics.20170904130117_channelData_part2_1.mat,1936,70,610.9804243605672,2546.980424360567,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170904130117,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset1_acq1/20170904130117_channelData_part1.bin,c52v,verasonics,phantom,4.7,17.25,6.0,65.0,1
11282,verasonics.20170519141908_channelData_part11_1.mat,2048,70,1226.940723387601,3274.940723387601,-0.15053464798451094,0.15053464798451094,6756756.756756757,20170519141908,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_051917/acq051917_phtm/session_20170519141800/preset3_acq1/20170519141908_channelData_part5.bin,c52v,verasonics,phantom,6.8,17.25,6.0,20.5,1
11286,verasonics.20170501121129_channelData_part35_1.mat,1920,70,611.6982212497855,2531.6982212497846,-0.15053464798451094,0.15053464798451094,4032258.064516129,20170501121129,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq3/20170501121129_channelData_part41.bin,c52v,verasonics,phantom,4.0,17.25,6.0,7.0,1
11288,verasonics.20180203111647_channelData_part9_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203111647,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq4/20180203111647_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,6.0,1
11300,verasonics.20170501121129_channelData_part3_1.mat,1920,70,611.4342854389747,2531.4342854389747,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170501121129,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq3/20170501121129_channelData_part41.bin,c52v,verasonics,phantom,4.7,17.25,6.0,45.0,1
11304,verasonics.20171105103343_channelData_part12_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105103343,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq8/20171105103343_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,3.0,0
11314,verasonics.20171105103132_channelData_part5_1.mat,1472,160,620.8190967125548,2092.8190967125547,-0.4856378643674221,0.4856378643674221,4716981.132075472,20171105103132,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq6/20171105103132_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,10.0,1
11315,verasonics.20180203110841_channelData_part10_1.mat,1920,70,611.4342854389747,2531.4342854389747,-0.1461713248545251,0.15489797111449674,4716981.132075472,20180203110841,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1/session_20180203110729/preset1_acq1/20180203110841_channelData_part1.bin,c52v,verasonics,phantom,4.7,17.25,6.0,49.0,1
11319,verasonics.20170905103917_channelData_part5_0.mat,768,70,243.85084612357338,1011.8508461235733,-0.15053464798451094,0.15053464798451094,1811594.202898551,20170905103917,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset1_acq1/20170905103917_channelData_part1.bin,c52v,verasonics,phantom,1.8,17.25,6.0,55.0,0
11320,verasonics.20180206193445_channelData_part8_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206193445,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq1/20180206193445_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,15.0,0
11324,verasonics.20170519141211_channelData_part21_0.mat,960,70,305.71714271948736,1265.7171427194874,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170519141211,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_051917/acq051917_phtm/session_20170519140922/preset1_acq1/20170519141211_channelData_part31.bin,c52v,verasonics,phantom,2.4,17.25,6.0,25.0,0
11330,verasonics.20170905103917_channelData_part2_0.mat,960,70,305.4902121802837,1265.4902121802838,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170905103917,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset1_acq1/20170905103917_channelData_part1.bin,c52v,verasonics,phantom,2.4,17.25,6.0,65.0,0
11339,verasonics.20170728083851_channelData_part34_1.mat,1936,70,610.9804243605672,2546.980424360567,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170728083851,/getlab/wjl11/study_quantitative_coherence/data/verasonics/phantom_postbackplane_072817/session_20170728083642/preset1_acq3/20170728083851_channelData_part1.bin,c52v,verasonics,phantom,4.7,17.25,6.0,2.0,1
11343,verasonics.20170504155740_channelData_part11_0.mat,1952,200,609.6271153089334,2561.6271153089333,-0.4341506514335895,0.4341506514335895,4166666.666666667,20170504155740,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050417/session_20170504155339/preset9_acq2/20170504155740_channelData_part1.bin,c52v,verasonics,phantom,4.2,49.75,6.0,15.0,0
11362,verasonics.20180203110841_channelData_part2_1.mat,1920,70,611.4342854389747,2531.4342854389747,-0.1461713248545251,0.15489797111449674,4716981.132075472,20180203110841,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1/session_20180203110729/preset1_acq1/20180203110841_channelData_part1.bin,c52v,verasonics,phantom,4.7,17.25,6.0,65.0,1
11365,verasonics.20171105103343_channelData_part14_1.mat,1472,160,620.8190967125548,2092.8190967125547,-0.4856378643674221,0.4856378643674221,4716981.132075472,20171105103343,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq8/20171105103343_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,1.6,1
11377,verasonics.20170504160406_channelData_part2_1.mat,1296,200,406.4180768726223,1702.4180768726224,-0.4341506514335895,0.4341506514335895,3333333.333333333,20170504160406,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050417/session_20170504160309/preset9_acq1/20170504160406_channelData_part1.bin,c52v,verasonics,phantom,3.3,49.75,8.5,15.0,1
11383,verasonics.20170519141211_channelData_part11_1.mat,1920,70,611.4342854389747,2531.4342854389747,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170519141211,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_051917/acq051917_phtm/session_20170519140922/preset1_acq1/20170519141211_channelData_part31.bin,c52v,verasonics,phantom,4.7,17.25,6.0,45.0,1
11385,verasonics.20170501121512_channelData_part41_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,4032258.064516129,20170501121512,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq2/20170501121512_channelData_part41.bin,c52v,verasonics,phantom,4.0,17.25,8.5,3.0,1
11386,verasonics.20170904130300_channelData_part18_0.mat,960,70,304.8135576544667,1264.8135576544666,-0.15053464798451094,0.15053464798451094,1984126.9841269841,20170904130300,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset2_acq2/20170904130300_channelData_part1.bin,c52v,verasonics,phantom,2.0,17.25,5.0,31.0,0
11399,verasonics.20170519141211_channelData_part21_1.mat,1920,70,611.4342854389747,2531.4342854389747,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170519141211,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_051917/acq051917_phtm/session_20170519140922/preset1_acq1/20170519141211_channelData_part31.bin,c52v,verasonics,phantom,4.7,17.25,6.0,25.0,1
11400,verasonics.20170817132637_channelData_part5_1.mat,1920,100,797.5199815064598,2717.5199815064598,-0.259181393921158,0.259181393921158,4716981.132075472,20170817132637,/getlab/wjl11/study_quantitative_coherence/data/verasonics/pre_fetal_study_081817/fetal_shallow/session_20170817132534/preset1_acq1/20170817132637_channelData_part1.bin,c52v,verasonics,phantom,4.7,29.7,6.0,45.0,1
11401,verasonics.20170501121512_channelData_part29_0.mat,944,70,304.8135576544667,1248.8135576544666,-0.15053464798451094,0.15053464798451094,2016129.0322580645,20170501121512,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq2/20170501121512_channelData_part41.bin,c52v,verasonics,phantom,2.0,17.25,8.5,11.0,0
11402,verasonics.20170830090116_channelData_part15_0.mat,896,40,378.9367082901263,1274.9367082901265,-0.10210176124166832,0.10210176124166832,2358490.566037736,20170830090116,/getlab/fetal/clinicaldata/adaptive/data/verasonics/clinical_fetal_083017/acq083017_phtm/fetal_shallow/session_20170830085920/preset2_acq3/20170830090116_channelData_part1.bin,c52v,verasonics,phantom,2.4,11.7,6.0,24.0,0
11409,verasonics.20180206193445_channelData_part7_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206193445,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq1/20180206193445_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,20.0,0
11412,verasonics.20170728083851_channelData_part1_1.mat,1936,70,610.9804243605672,2546.980424360567,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170728083851,/getlab/wjl11/study_quantitative_coherence/data/verasonics/phantom_postbackplane_072817/session_20170728083642/preset1_acq3/20170728083851_channelData_part1.bin,c52v,verasonics,phantom,4.7,17.25,6.0,65.0,1
11418,verasonics.20170501121000_channelData_part39_1.mat,1920,70,611.4342854389747,2531.4342854389747,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170501121000,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq1/20170501121000_channelData_part41.bin,c52v,verasonics,phantom,4.7,17.25,6.0,5.0,1
11426,verasonics.20170504104243_channelData_part6_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170504104243,/getlab/wjl11/study_quantitative_coherence/data/verasonics/session_20170504104146/preset9_acq1/20170504104243_channelData_part1.bin,c52v,verasonics,phantom,4.7,17.25,8.5,15.0,1
11442,verasonics.20170905104102_channelData_part32_0.mat,768,70,243.85084612357338,1011.8508461235733,-0.15053464798451094,0.15053464798451094,1811594.202898551,20170905104102,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset2_acq2/20170905104102_channelData_part1.bin,c52v,verasonics,phantom,1.8,17.25,6.0,3.0,0
11444,verasonics.20170501121129_channelData_part35_0.mat,960,70,305.8491106248926,1265.8491106248923,-0.15053464798451094,0.15053464798451094,2016129.0322580645,20170501121129,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq3/20170501121129_channelData_part41.bin,c52v,verasonics,phantom,2.0,17.25,6.0,7.0,0
11452,verasonics.20170822133503_channelData_part3_1.mat,1792,100,751.5035680569107,2543.503568056911,-0.259181393921158,0.259181393921158,4716981.132075472,20170822133503,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_fetal_082217/acq082217_phtm/fetal_shallow/session_20170822133319/preset1_acq1/20170822133503_channelData_part1.bin,c52v,verasonics,phantom,4.7,29.7,6.0,44.0,1
11454,verasonics.20171105103439_channelData_part13_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105103439,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq9/20171105103439_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,2.0,0
11471,verasonics.20170519141908_channelData_part3_0.mat,768,70,244.58125519875588,1012.5812551987559,-0.15053464798451094,0.15053464798451094,1811594.202898551,20170519141908,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_051917/acq051917_phtm/session_20170519141800/preset3_acq1/20170519141908_channelData_part5.bin,c52v,verasonics,phantom,1.8,17.25,6.0,20.5,0
11495,verasonics.20170904130300_channelData_part25_0.mat,960,70,304.8135576544667,1264.8135576544666,-0.15053464798451094,0.15053464798451094,1984126.9841269841,20170904130300,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset2_acq2/20170904130300_channelData_part1.bin,c52v,verasonics,phantom,2.0,17.25,5.0,17.0,0
11498,verasonics.20180203111815_channelData_part5_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180203111815,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq5/20180203111815_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,10.0,0
11500,verasonics.20170904130117_channelData_part3_0.mat,960,70,304.8135576544667,1264.8135576544666,-0.15053464798451094,0.15053464798451094,1984126.9841269841,20170904130117,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset1_acq1/20170904130117_channelData_part1.bin,c52v,verasonics,phantom,2.0,17.25,5.0,60.0,0
